model,bs,seq_len,latency
resnet101,16,0,57893
resnet101,16,0,67326
resnet101,16,0,62512
resnet101,16,0,47373
resnet101,16,0,69734
resnet101,16,0,59915
resnet101,16,0,68668
resnet101,16,0,54190
resnet101,16,0,63424
resnet101,16,0,59902
resnet101,16,0,78824
resnet101,16,0,55120
resnet101,16,0,30829
resnet101,16,0,79370
resnet101,16,0,48755
resnet101,16,0,59289
resnet101,16,0,69399
resnet101,16,0,65567
resnet101,16,0,64488
resnet101,16,0,37502
resnet101,16,0,59225
resnet101,16,0,60116
resnet101,16,0,68611
resnet101,16,0,82467
resnet101,16,0,71154
resnet101,16,0,69785
resnet101,16,0,79061
resnet101,16,0,49515
resnet101,16,0,59621
resnet101,16,0,81948
resnet101,16,0,48374
resnet101,16,0,75436
resnet101,16,0,85757
resnet101,16,0,60644
resnet101,16,0,37586
resnet101,16,0,48165
resnet101,16,0,48486
resnet101,16,0,48031
resnet101,16,0,54093
resnet101,16,0,52022
resnet101,16,0,59465
resnet101,16,0,79642
resnet101,16,0,51045
resnet101,16,0,56378
resnet101,16,0,66787
resnet101,16,0,43639
resnet101,16,0,90129
resnet101,16,0,39629
resnet101,16,0,44816
resnet101,16,0,50468
resnet101,16,0,66701
resnet101,16,0,44396
resnet101,16,0,43617
resnet101,16,0,46005
resnet101,16,0,71382
resnet101,16,0,48418
resnet101,16,0,48214
resnet101,16,0,59436
resnet101,16,0,56078
resnet101,16,0,51663
resnet101,16,0,45446
resnet101,16,0,70916
resnet101,16,0,79219
resnet101,16,0,61879
resnet101,16,0,78343
resnet101,16,0,62002
resnet101,16,0,59088
resnet101,16,0,37228
resnet101,16,0,59481
resnet101,16,0,55872
resnet101,16,0,62653
resnet101,16,0,60148
resnet101,16,0,59685
resnet101,16,0,59626
resnet101,16,0,81579
resnet101,16,0,35929
resnet101,16,0,60857
resnet101,16,0,79150
resnet101,16,0,56146
resnet101,16,0,52978
resnet101,16,0,70552
resnet101,16,0,59592
resnet101,16,0,67930
resnet101,16,0,61939
resnet101,16,0,37455
resnet101,16,0,37156
resnet101,16,0,44748
resnet101,16,0,39608
resnet101,16,0,37057
resnet101,16,0,70585
resnet101,16,0,46911
resnet101,16,0,71512
resnet101,16,0,69437
resnet101,16,0,49551
resnet101,16,0,78048
