model,start,end,bs,seq_len,model,start,end,bs,seq_len,model,start,end,bs,seq_len,median,mean,var
resnet101,0,35,4,0,resnet152,44,52,4,0,bert,7,12,4,64,17109.5,18424.081632653062,2154.0442204235715
resnet101,11,35,4,0,resnet152,27,40,4,0,bert,0,8,4,16,11779.5,12308.285714285714,1313.5983994745275
resnet101,10,35,4,0,resnet152,21,33,4,0,bert,0,12,4,64,14351.0,14151.112244897959,1870.969703190895
resnet101,22,35,4,0,resnet152,0,52,4,0,bert,0,12,4,8,25140.5,26376.397959183672,2343.3929210537476
resnet101,0,35,4,0,resnet152,17,52,4,0,bert,0,12,4,64,17203.5,17275.102040816328,241.66431811274143
resnet101,0,35,4,0,resnet152,51,52,4,0,bert,0,12,4,32,16827.0,16893.948979591838,304.31734820303313
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,0,7,4,32,25051.0,25760.316326530614,1969.1834037205742
resnet101,6,35,4,0,resnet152,48,52,4,0,bert,0,8,4,16,14163.0,15203.5,1724.0841949349485
resnet101,25,27,4,0,resnet152,24,52,4,0,bert,0,0,4,64,13659.5,14855.30612244898,1799.7665971587064
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,6,10,4,32,24821.5,25184.80612244898,1288.9199612439586
resnet101,0,24,4,0,resnet152,9,48,4,0,bert,10,12,4,32,19033.0,19038.61224489796,150.6858221363895
resnet101,0,35,4,0,resnet152,15,52,4,0,bert,2,12,4,16,17943.5,18678.20408163265,1195.9847531550133
resnet101,0,35,4,0,resnet152,0,19,4,0,bert,7,7,8,64,17099.0,17372.54081632653,975.0754462527748
resnet101,0,35,4,0,resnet152,22,30,4,0,bert,0,12,8,16,17120.0,17195.744897959183,382.0284290955772
resnet101,0,35,4,0,resnet152,0,52,4,0,bert,0,12,8,64,27555.5,28258.918367346938,1349.3260651417077
resnet101,0,31,4,0,resnet152,20,32,4,0,bert,4,12,8,32,15249.5,15783.07142857143,1644.0358768243818
resnet101,34,35,4,0,resnet152,0,52,4,0,bert,0,12,8,16,24676.5,26113.316326530614,2938.8809393113784
